subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L4 IT,PDE3A,499,0.024853425440336804,0.02259575655515635,0.008,0.02034934273694802,0.111,24,5286,5974,24,-0.02928368605285118,0.021398507704886723,0.038432680988515336
Oligodendrocyte,PDE3A,499,0.012972742201523328,0.02135464052496485,0.942,0.0012777174703559738,0.968,16,446,2240,16,-0.04655553728194753,0.004214613320316555,0.039944597696970126
Astrocyte,SGCZ,498,0.021759377250983206,0.02178443004260854,0.502,0.017767367645009052,0.302,17,1653,1720,17,-0.0001843918494277217,0.01781018764778147,0.03305739881046497
L2/3 IT,SGCZ,498,0.038476023589246254,0.037219769985660185,0.001,0.031036717988613318,0.001,26,14154,14197,26,-0.007265705165399361,0.03111092689365012,0.0668403014321571
L4 IT,SGCZ,498,0.023080237647181086,0.022672904781931895,0.007,0.019571081769757952,0.097,24,5917,5974,24,-0.016413483909842264,0.01989332811874791,0.03577767169237361
Oligodendrocyte,SGCZ,498,0.024531043445903455,0.021578668225777912,0.078,0.012866105004355794,0.39,16,1793,2240,16,-0.017884933279398815,0.015663257850662672,0.04188508047843037
Astrocyte,VCAN,499,0.022716995074556108,0.021694531862879198,0.005,0.01802854553007139,0.092,17,1720,1720,17,-0.006645519309206552,0.01656469642706079,0.03836928178399843
L2/3 IT,VCAN,499,0.03935448296333319,0.03718242203058959,0.001,0.031511131706690156,0.001,26,14197,14197,26,-0.010429032694035764,0.031456479929353076,0.06844162174296385
L4 IT,VCAN,499,0.02343306738705083,0.022652519936329014,0.001,0.019901797309698224,0.001,24,5974,5974,24,-0.01748580569591113,0.021309625230313285,0.03658277751057108
Oligodendrocyte,VCAN,499,0.021588260870141845,0.021497169510716792,0.368,0.012436685871787714,0.36,16,2240,2240,16,-0.007443366131740861,0.009140070230645366,0.036093665058541266
